video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_230,Real-Time Visual Understanding_sample_230_2,Prospective Reasoning,What might the speaker discuss next?,"['How to find the remainder in a division problem.', 'How to multiply the divisor by the quotient.', 'How to perform subtraction in long division.', 'How to bring down the next digit in a long division.']",How to bring down the next digit in a long division.,D,D) How to bring down the next digit in a long division.,D,100.0,233.0,234,596,1.0,False,14040,60138,0.2335,adaptive,14392,56,3084,7545552896,8,1
Real-Time_Visual_Understanding__sample_230,Real-Time Visual Understanding_sample_230_3,Prospective Reasoning,What might the speaker explain next?,"['How to verify the result using multiplication.', 'How to interpret the quotient and remainder.', 'How to solve a similar problem with different numbers.', 'How to check the division result by subtracting.']",How to solve a similar problem with different numbers.,C,B) How to interpret the quotient and remainder.,B,0.0,314.0,315,596,1.0,False,17099,80955,0.2112,adaptive,17476,68,3084,9162457088,8,1
Real-Time_Visual_Understanding__sample_230,Real-Time Visual Understanding_sample_230_4,Prospective Reasoning,What is the next step after dividing 24 by 3?,"['Write down 8 on the left side.', 'Write down 3 on the right side.', 'Subtract 12 from 24.', 'Add the digits.']",Subtract 12 from 24.,C,C) Subtract 12 from 24.,C,100.0,438.0,439,596,1.0,False,23952,112823,0.2123,adaptive,24415,95,3084,12800491520,8,1
Real-Time_Visual_Understanding__sample_230,Real-Time Visual Understanding_sample_230_5,Prospective Reasoning,What might the speaker explain next?,"['How to bring down the next digit.', 'How to check the remainder.', 'Subtract 20 from 20.', 'How to estimate the quotient.']",Subtract 20 from 20.,C,B) How to check the remainder.,B,0.0,595.0,596,596,1.0,False,31263,153172,0.2041,adaptive,31868,124,3084,16708009984,8,1
Real-Time_Visual_Understanding__sample_231,Real-Time Visual Understanding_sample_231_1,Causal Reasoning,Why is this rabbit dressed in red and white knocking on the door now?,"[""Because it smells the fish and feels it doesn't taste good."", 'Because it wants to join the party inside the house.', 'Because it saw something interesting through the window.', 'Because it is lost and looking for its way back home.']",Because it smells the fish and feels it doesn't taste good.,A,B) Because it wants to join the party inside the house.,B,0.0,36.0,37,403,1.0,False,4493,9509,0.4725,adaptive,4626,18,3084,2425356288,8,1
Real-Time_Visual_Understanding__sample_231,Real-Time Visual Understanding_sample_231_2,Causal Reasoning,Why is this iron gate cartoon character angry now?,"['Because someone tried to paint him a different color.', 'Because he was just splashed with water by a mischievous cat.', 'Because the wind blew his hinges, making him squeak loudly.', 'Because he was just forcibly stuffed a fish by the red rabbit in red and white clothes.']",Because he was just forcibly stuffed a fish by the red rabbit in red and white clothes.,D,B) Because he was just splashed with water by a mischievous,B,0.0,58.0,59,403,1.0,False,7393,15163,0.4876,adaptive,7710,30,3084,4042260480,8,1
Real-Time_Visual_Understanding__sample_231,Real-Time Visual Understanding_sample_231_3,Causal Reasoning,"Why is this rabbit, dressed in green and white, surprised now?","[""Because he found an unexpected egg in the chicken's nest."", 'Because the chicken suddenly started talking.', ""Because he can't distinguish the gender of the chicken he is holding now."", 'Because the chicken he is holding suddenly grew larger.']",Because he can't distinguish the gender of the chicken he is holding now.,C,A) Because he found an unexpected egg in the chicken's nest.,A,0.0,144.0,145,403,1.0,False,19323,37265,0.5185,adaptive,19789,77,3084,10375135232,8,1
Real-Time_Visual_Understanding__sample_231,Real-Time Visual Understanding_sample_231_4,Causal Reasoning,Why does this rabbit dressed in green and white want to hide in the toilet?,"['Because he accidentally broke a valuable vase and wants to avoid getting caught.', 'Because he saw a scary shadow moving in the hallway.', 'Because he is trying to escape from a loud and annoying party.', 'Because after he opened the door, he found a noose and a skull.']","Because after he opened the door, he found a noose and a skull.",D,"D) Because after he opened the door, he found a noose and a",D,100.0,199.0,200,403,1.0,False,27067,51400,0.5266,adaptive,27756,108,3084,14552137728,8,1
Real-Time_Visual_Understanding__sample_231,Real-Time Visual Understanding_sample_231_5,Causal Reasoning,Why did the rabbit dressed in red and white just have to use a pool cue to strike the iron gate lying on the ground?,"['Because the iron gate blocked his path, and he needed to move it out of the way.', 'Because he wants to get all the balls into the mouth of the iron gate at once.', 'Because he thought the flattened gate would make a perfect ramp for his skateboard.', 'Because he was trying to impress his friends with a strong trick shot.']",Because he wants to get all the balls into the mouth of the iron gate at once.,B,"A) Because the iron gate blocked his path, and he needed to move it",A,0.0,402.0,403,403,1.0,False,56431,103571,0.5449,adaptive,57311,223,3084,30047469568,8,1
Real-Time_Visual_Understanding__sample_232,Real-Time Visual Understanding_sample_232_1,Causal Reasoning,Why does the frog appear from the toilet?,"['Because the frog was hiding there to avoid being caught by the rabbit.', 'Because the frog was attracted by the water and jumped in.', 'Because the toilet leads to a secret underground pond where the frog lives.', ""Because the chicken that was just thrown into the toilet is wearing a frog's disguise.""]",Because the chicken that was just thrown into the toilet is wearing a frog's disguise.,D,B) Because the frog was attracted by the water and jumped in,B,0.0,17.0,18,254,1.0,False,2011,4626,0.4347,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_232,Real-Time Visual Understanding_sample_232_2,Causal Reasoning,Why does the rabbit dressed in red and white start to become restless?,"['Because the fly just disturbed him, he is swatting the fly.', 'Because he suddenly remembered he left something important outside.', 'Because he heard a strange noise coming from the next room.', ""Because he can't find the key to the door and is getting frustrated.""]","Because the fly just disturbed him, he is swatting the fly.",A,"A) Because the fly just disturbed him, he is swatting the fly",A,100.0,86.0,87,254,1.0,False,12304,22359,0.5503,adaptive,12593,49,3084,6602358784,8,1
Real-Time_Visual_Understanding__sample_232,Real-Time Visual Understanding_sample_232_3,Causal Reasoning,Why is this cartoon chicken very shocked now?,"['Because just now another small cartoon chicken was eaten by a frog.', ""Because it just saw a mirror and didn't recognize its own reflection."", 'Because a loud noise suddenly scared it from behind.', 'Because it saw a large shadow pass overhead, thinking it was a predator.']",Because just now another small cartoon chicken was eaten by a frog.,A,"C) Because it saw a large shadow pass overhead, thinking it was a pred",C,0.0,174.0,175,254,1.0,False,24925,44975,0.5542,adaptive,25443,99,3084,13339459584,8,1
Real-Time_Visual_Understanding__sample_232,Real-Time Visual Understanding_sample_232_4,Causal Reasoning,Why does the character encounter a heavy legacy robot in the room?,"['Because the character turns on a machine.', 'Because the character follows someone into the room.', 'Because the character activates a hidden switch.', 'Because the character reads a comic book.']",Because the character reads a comic book.,D,C) Because the character activates a hidden switch.,C,0.0,251.0,252,254,1.0,False,36261,64764,0.5599,adaptive,37008,144,3084,19402850304,8,1
Real-Time_Visual_Understanding__sample_232,Real-Time Visual Understanding_sample_232_5,Causal Reasoning,Why is this red rabbit standing in front of the iron gate now?,"['Because the red rabbit is trying to figure out how to open the gate.', 'Because the iron gate suddenly started glowing, and the rabbit is curious.', 'Because the cartoon character is seeking amusement.', 'Because the cartoon character on the iron gate has been whistling just now.']",Because the cartoon character on the iron gate has been whistling just now.,D,A) Because the red rabbit is trying to figure out how to open the,A,0.0,253.0,254,254,1.0,False,36586,65278,0.5605,adaptive,37522,146,3084,19672334336,8,1
Real-Time_Visual_Understanding__sample_233,Real-Time Visual Understanding_sample_233_1,Causal Reasoning,Why does the rabbit strike the door with its fist several times?,"['Because the rabbit is practicing its strength.', 'Because the rabbit is knocking to check if someone is inside.', 'Because the rabbit wants to open the door.', 'Because the rabbit wants to get food.']",Because the rabbit wants to get food.,D,B) Because the rabbit is knocking to check if someone is inside.,B,0.0,25.0,26,377,1.0,False,3148,6682,0.4711,adaptive,3341,13,3084,1751646208,8,1
Real-Time_Visual_Understanding__sample_233,Real-Time Visual Understanding_sample_233_2,Causal Reasoning,Why would the rabbit inside the iron gate be very panicked now?,"[""Because he just realized the gate is locked, and he can't get out."", 'Because he heard loud footsteps approaching from outside.', 'Because the lights suddenly went out, and he is afraid of the dark.', 'Because the toilet paper he was holding in his hand fell.']",Because the toilet paper he was holding in his hand fell.,D,"A) Because he just realized the gate is locked, and he can't",A,0.0,134.0,135,377,1.0,False,17057,34695,0.4916,adaptive,17476,68,3084,9162457088,8,1
Real-Time_Visual_Understanding__sample_233,Real-Time Visual Understanding_sample_233_3,Causal Reasoning,What causes the bunny character to react with shock and sweat?,"['Because the bunny just realized it forgot something important.', 'Because a loud noise startled the bunny from behind.', 'Because the rabbit wearing red and white clothes is perfectly fine.', 'Because the bunny suddenly noticed a large shadow looming over it.']",Because the rabbit wearing red and white clothes is perfectly fine.,C,B) Because a loud noise startled the bunny from behind.,B,0.0,208.0,209,377,1.0,False,28977,53713,0.5395,adaptive,29555,115,3084,15495331840,8,1
Real-Time_Visual_Understanding__sample_233,Real-Time Visual Understanding_sample_233_4,Causal Reasoning,Why do the rectangular characters arm themselves?,"['Because they are excited to see the rabbit-like figure.', 'Because the rabbit-like figure has glowing eyes and a menacing demeanor.', 'Because they want to celebrate with the rabbit-like figure.', 'Because they see another group approaching.']",Because the rabbit-like figure has glowing eyes and a menacing demeanor.,B,B) Because the rabbit-like figure has glowing eyes and a,B,100.0,281.0,282,377,1.0,False,40173,72474,0.5543,adaptive,40863,159,3084,21423980544,8,1
Real-Time_Visual_Understanding__sample_233,Real-Time Visual Understanding_sample_233_5,Causal Reasoning,Why does the rabbit break through the wall to escape?,"['Because the rabbit wants to catch a thief.', 'Because the rabbit is afraid of a predator.', 'Because the rabbit wants to retrieve the advertisement.', 'Because the rabbit is inspired by the advertisement for new shoes.']",Because the rabbit is inspired by the advertisement for new shoes.,D,D) Because the rabbit is inspired by the advertisement for new sho,D,100.0,376.0,377,377,1.0,False,54942,96889,0.5671,adaptive,55769,217,3084,29239017472,8,1
Real-Time_Visual_Understanding__sample_234,Real-Time Visual Understanding_sample_234_1,Causal Reasoning,Why is Mr. Bean scolded by the older woman?,"['Because he was making too much noise.', 'Because he was late.', 'Because he was shining a flashlight at the teddy bear.', 'Because he was not paying attention.']",Because he was making too much noise.,A,D) Because he was not paying attention.,D,0.0,27.0,28,517,1.0,False,3045,7196,0.4232,adaptive,3084,12,3084,1616904192,8,1
Real-Time_Visual_Understanding__sample_234,Real-Time Visual Understanding_sample_234_2,Causal Reasoning,Why does the character place the cheese on a plate?,"['Because he plans to make a sandwich with the cheese.', 'Because his refrigerator is empty except for a piece of vegetable.', 'Because he thinks the cheese will taste better at room temperature.', 'Because the character organizes the fridge.']",Because his refrigerator is empty except for a piece of vegetable.,B,A) Because he plans to make a sandwich with the cheese.,A,0.0,155.0,156,517,1.0,False,18610,40092,0.4642,adaptive,18761,73,3084,9836167168,8,1
Real-Time_Visual_Understanding__sample_234,Real-Time Visual Understanding_sample_234_3,Causal Reasoning,Why does the man successfully retrieve the bottle from the top shelf?,"['Because he uses his shopping cart for support.', 'Because he asks for assistance from a store employee.', 'Because he finds a step stool to reach the bottle.', 'Because he uses a long tool to knock the bottle down.']",Because he uses his shopping cart for support.,A,A) Because he uses his shopping cart for support.,A,100.0,264.0,265,517,1.0,False,27785,68105,0.408,adaptive,28013,109,3084,14686879744,8,1
Real-Time_Visual_Understanding__sample_234,Real-Time Visual Understanding_sample_234_4,Causal Reasoning,Why Mr. Bean is very shocked.,"['Because his own pie just fell to the floor.', 'Because the opponent did a magic trick with the pie.', 'Because the pie suddenly exploded when the opponent touched it.', 'Because the opponent finished the pie in one go.']",Because the opponent finished the pie in one go.,D,D) Because the opponent finished the pie in one go.,D,100.0,400.0,401,517,1.0,False,42991,103057,0.4172,adaptive,43433,169,3084,22771400704,8,1
Real-Time_Visual_Understanding__sample_234,Real-Time Visual Understanding_sample_234_5,Causal Reasoning,Why does Mr. Bean look tired or exhausted?,"['Because he had to run around the supermarket to find items.', 'Because he lost the competition in the supermarket.', 'Because he stayed up all night preparing for the competition.', 'Because he had to carry heavy bags out of the supermarket.']",Because he lost the competition in the supermarket.,B,C) Because he stayed up all night preparing for the competition.,C,0.0,516.0,517,517,1.0,False,56146,132869,0.4226,adaptive,56797,221,3084,29777985536,8,1
Real-Time_Visual_Understanding__sample_235,Real-Time Visual Understanding_sample_235_1,Causal Reasoning,Why can thieves enter the room without being detected?,"['Because the security system is broken.', 'Because the masters have all fallen asleep.', 'Because the door was accidentally left unlocked.', 'Because the thieves are using a special device to stay silent.']",Because the masters have all fallen asleep.,B,C) Because the door was accidentally left unlocked.,C,0.0,124.0,125,499,1.0,False,11519,32125,0.3586,adaptive,11565,45,3084,6063390720,8,1
Real-Time_Visual_Understanding__sample_235,Real-Time Visual Understanding_sample_235_2,Causal Reasoning,Why does this cat glare viciously at the person in black?,"[""Because the person in black took away the cat's favorite toy."", ""Because the person in black is blocking the cat's path."", 'Because the man in black just stepped on this cat.', 'Because the person in black made a loud noise that startled the cat.']",Because the man in black just stepped on this cat.,C,B) Because the person in black is blocking the cat's path.,B,0.0,143.0,144,499,1.0,False,13451,37008,0.3635,adaptive,13621,53,3084,7141326848,8,1
Real-Time_Visual_Understanding__sample_235,Real-Time Visual Understanding_sample_235_3,Causal Reasoning,Why does the person start searching through his wardrobe?,"['Because he wants to clean his room.', 'Because he is checking if he has lost anything.', 'Because he is preparing to leave the house.', 'Because he cannot find his wallet.']",Because he is checking if he has lost anything.,B,B) Because he is checking if he has lost anything.,B,100.0,247.0,248,499,1.0,False,22508,63736,0.3531,adaptive,22873,89,3084,11992039424,8,1
Real-Time_Visual_Understanding__sample_235,Real-Time Visual Understanding_sample_235_4,Causal Reasoning,Why does the man offer his underwear to the woman as a replacement bag?,"['Because the woman forgot to bring her shopping bag.', 'Because the man is trying to make the woman laugh with a joke.', ""Because the lady's shopping bag is torn."", 'Because the woman mentioned she needed something to carry her things in.']",Because the lady's shopping bag is torn.,C,D) Because the woman mentioned she needed something to carry her things in.,D,0.0,360.0,361,499,1.0,False,36884,92777,0.3976,adaptive,37265,145,3084,19537592320,8,1
Real-Time_Visual_Understanding__sample_235,Real-Time Visual Understanding_sample_235_5,Causal Reasoning,Why does the character hide behind structures on the roof?,"['Because he heard a loud noise and got scared.', 'Because he noticed a helicopter approaching and wanted to stay hidden.', 'Because the thief in black clothes spotted him and chased after him.', 'Because he saw the roof starting to collapse and needed to find safety.']",Because the thief in black clothes spotted him and chased after him.,C,D) Because the roof is starting to collapse and he needs to find safety.,D,0.0,498.0,499,499,1.0,False,52624,128243,0.4103,adaptive,53199,207,3084,27891597312,8,1
Real-Time_Visual_Understanding__sample_236,Real-Time Visual Understanding_sample_236_1,Causal Reasoning,Why did the old lady fall?,"['Because she stepped on a toy racing car on the ground.', 'Because she tripped over a loose rug in the hallway.', 'Because she missed a step while walking down the stairs.', 'Because she lost her balance while reaching for something on a high shelf.']",Because she stepped on a toy racing car on the ground.,A,C) Because she missed a step while walking down the stairs.,C,0.0,66.0,67,504,1.0,False,6546,17219,0.3802,adaptive,6682,26,3084,3503292416,8,1
Real-Time_Visual_Understanding__sample_236,Real-Time Visual Understanding_sample_236_2,Causal Reasoning,Why is the old lady lying in the hospital bed now?,"['Because she stepped on a toy car and fell down before.', 'Because she had a sudden illness and needed immediate medical attention.', 'Because she was involved in a minor car accident.', 'Because she fainted from low blood pressure while shopping.']",Because she stepped on a toy car and fell down before.,A,B) Because she had a sudden illness and needed immediate medical attention.,B,0.0,129.0,130,504,1.0,False,9860,33410,0.2951,adaptive,10023,39,3084,5254938624,8,1
Real-Time_Visual_Understanding__sample_236,Real-Time Visual Understanding_sample_236_3,Causal Reasoning,Why is the floor of this room completely covered with water now?,"['Because a pipe burst under the sink.', 'Because the faucet was left on, the water overflowed.', 'Because someone accidentally spilled a large container of water.', 'Because the washing machine malfunctioned and leaked.']","Because the faucet was left on, the water overflowed.",B,"B) Because the faucet was left on, the water overflowed.",B,100.0,275.0,276,504,1.0,False,23374,70932,0.3295,adaptive,23644,92,3084,12396265472,8,1
Real-Time_Visual_Understanding__sample_236,Real-Time Visual Understanding_sample_236_4,Causal Reasoning,Why does Mr. Bean hit the table with a mop?,"['Because he wants to catch that cat.', 'Because he is trying to kill a bug crawling on the table.', 'Because he accidentally spilled something and is trying to clean it up.', 'Because he is frustrated and taking out his anger on the table.']",Because he wants to catch that cat.,A,C) Because he accidentally spilled something and is trying to clean it up,C,0.0,390.0,391,504,1.0,False,33773,100487,0.3361,adaptive,34181,133,3084,17920688128,8,1
Real-Time_Visual_Understanding__sample_236,Real-Time Visual Understanding_sample_236_5,Causal Reasoning,Why did the character saw a piece of wood?,"['Because the character needed firewood for the fireplace.', 'As materials for a convertible sofa.', 'Because the character was building a new shelf for the kitchen.', 'Because the character wanted to repair a broken chair.']",As materials for a convertible sofa.,B,A) Because the character needed firewood for the fireplace.,A,0.0,503.0,504,504,1.0,False,42093,129528,0.325,adaptive,42662,166,3084,22367174656,8,1
Real-Time_Visual_Understanding__sample_237,Real-Time Visual Understanding_sample_237_1,Causal Reasoning,Why is Mr. Bean constantly posing right now?,"['Because he is trying to practice his modeling skills.', 'Because he is preparing for a photo shoot.', 'Because he is showing off his new outfit in front of a mirror.', 'Because he is imitating the characters on the television.']",Because he is imitating the characters on the television.,D,D) Because he is imitating the characters on the television.,D,100.0,64.0,65,526,1.0,False,7402,16705,0.4431,adaptive,7453,29,3084,3907518464,8,1
Real-Time_Visual_Understanding__sample_237,Real-Time Visual Understanding_sample_237_2,Causal Reasoning,Why does the bed get pulled out through the window?,"['Because the man ties the rope to the bed.', 'Because the bed is on wheels.', 'Because the window is too large.', 'Because the bed is not secured properly to the floor.']",Because the man ties the rope to the bed.,A,B) Because the bed is on wheels.,B,0.0,154.0,155,526,1.0,False,17565,39835,0.4409,adaptive,17733,69,3084,9297199104,8,1
Real-Time_Visual_Understanding__sample_237,Real-Time Visual Understanding_sample_237_3,Causal Reasoning,Why does the Mr. Bean peer through the door's mail slot or window?,"['Because he lost his keys and is trying to see if anyone is home.', 'Because he heard a strange noise and wants to check what it is.', 'Because he wanted to observe the activities of the four people outside.', 'Because he is waiting for an important package to be delivered.']",Because he wanted to observe the activities of the four people outside.,C,B) Because he heard a strange noise and wants to check what it is.,B,0.0,268.0,269,526,1.0,False,30254,69133,0.4376,adaptive,30583,119,3084,16034299904,8,1
Real-Time_Visual_Understanding__sample_237,Real-Time Visual Understanding_sample_237_4,Causal Reasoning,Why does Mr.Bean drop their coat and bag?,"['Because he realized he grabbed the wrong coat and bag.', 'Because he was startled by a sudden loud noise.', 'Because his disguise mission has ended.', 'Because he spotted someone he knows and wanted to quickly greet them.']",Because his disguise mission has ended.,C,C) Because his disguise mission has ended.,C,100.0,387.0,388,526,1.0,False,42969,99716,0.4309,adaptive,43433,169,3084,22771400704,8,1
Real-Time_Visual_Understanding__sample_237,Real-Time Visual Understanding_sample_237_5,Causal Reasoning,Why does the police officer react and possibly make a call for backup or additional assistance?,"['Because the police officer needs to record the event.', 'Because the police officer needs to clock off for the day.', 'Because the police officer believes the photographs show a potential crime.', 'Because the police officer wants to review the photos later.']",Because the police officer believes the photographs show a potential crime.,C,C) Because the police officer believes the photographs show a potential crime.,C,100.0,525.0,526,526,1.0,False,60837,135182,0.45,adaptive,61423,239,3084,32203341824,8,1
Real-Time_Visual_Understanding__sample_238,Real-Time Visual Understanding_sample_238_1,Causal Reasoning,Why are they two people shaking hands now?,"['Because they just reached an important business agreement.', 'Because they appeared together in a photo when they were young.', 'Because they are meeting for the first time after many years.', 'Because they are congratulating each other on a job well done.']",Because they appeared together in a photo when they were young.,B,D) Because they are congratulating each other on a job well done,D,0.0,117.0,118,618,1.0,False,18191,30326,0.5998,adaptive,18247,71,3084,9566683136,8,1
Real-Time_Visual_Understanding__sample_238,Real-Time Visual Understanding_sample_238_2,Causal Reasoning,Why is Mr. Bean very angry now?,"['Because another person ate all the food in the refrigerator.', 'Because someone spilled a drink on his favorite chair.', 'Because his television stopped working during his favorite show.', 'Because he just realized he lost his wallet.']",Because another person ate all the food in the refrigerator.,A,C) Because his television stopped working during his favorite show.,C,0.0,180.0,181,618,1.0,False,26669,46517,0.5733,adaptive,26728,104,3084,14013169664,8,1
Real-Time_Visual_Understanding__sample_238,Real-Time Visual Understanding_sample_238_3,Causal Reasoning,Why does the person in the smaller bed become annoyed and awake?,"['Because the person with a larger build speaks loudly.', 'Because the snoring sound from sleeping on the ground is too loud.', 'Because the person in the smaller bed has a nightmare.', 'Because a noise from outside wakes them up.']",Because the snoring sound from sleeping on the ground is too loud.,B,B) Because the snoring sound from sleeping on the ground is too loud,B,100.0,268.0,269,618,1.0,False,39208,69133,0.5671,adaptive,39321,153,3084,20615528448,8,1
Real-Time_Visual_Understanding__sample_238,Real-Time Visual Understanding_sample_238_4,Causal Reasoning,Why is Mr. Bean very angry now?,"['Because someone borrowed his car without asking.', 'Because another person also ate the ice cream that belonged to Mr. Bean.', 'Because his favorite TV show was canceled.', 'Because his favorite shirt got ruined in the wash.']",Because another person also ate the ice cream that belonged to Mr. Bean.,B,B) Because another person also ate the ice cream that belonged to Mr,B,100.0,402.0,403,618,1.0,False,58255,103571,0.5625,adaptive,58596,228,3084,30721179648,8,1
Real-Time_Visual_Understanding__sample_238,Real-Time Visual Understanding_sample_238_5,Causal Reasoning,Why does Mr. Bean want to escape?,"['Because he accidentally broke something in the store.', ""Because he doesn't want to pay the bill."", 'Because he saw someone he is trying to avoid.', 'Because he is late for an important appointment.']",Because he doesn't want to pay the bill.,B,C) Because he is late for an important appointment.,C,0.0,617.0,618,618,1.0,False,90698,158826,0.5711,adaptive,91235,355,3084,47833415680,8,1
Real-Time_Visual_Understanding__sample_239,Real-Time Visual Understanding_sample_239_1,Causal Reasoning,Why did Mr. Bean turn off the TV?,"['Because he thought the show was too boring.', 'Because he wanted to save electricity.', 'Because he was afraid that the news about the theft of teddy bears on TV would scare his own teddy bear.', 'Because he heard a noise outside and wanted to investigate.']",Because he was afraid that the news about the theft of teddy bears on TV would scare his own teddy bear.,C,C) Because he was afraid that the news about the theft of teddy,C,100.0,51.0,52,549,1.0,False,7624,13364,0.5705,adaptive,7710,30,3084,4042260480,8,1
Real-Time_Visual_Understanding__sample_239,Real-Time Visual Understanding_sample_239_2,Causal Reasoning,Why Mr. Bean is shocked now.,"['Because he found that his little bear doll was missing.', 'Because he just realized his wallet is missing.', 'Because he saw something unexpected on TV.', 'Because someone knocked on his door unexpectedly.']",Because he found that his little bear doll was missing.,A,C) Because he saw something unexpected on TV.,C,0.0,165.0,166,549,1.0,False,24725,42662,0.5796,adaptive,24929,97,3084,13069975552,8,1
Real-Time_Visual_Understanding__sample_239,Real-Time Visual Understanding_sample_239_3,Causal Reasoning,Why is Mr. Bean unhappy now?,"['Because his favorite TV show was canceled.', 'Because he found that his teddy bear doll had changed its appearance.', 'Because he lost an important document.', 'Because he was unable to fix a broken appliance.']",Because he found that his teddy bear doll had changed its appearance.,B,B) Because he found that his teddy bear doll had changed its appearance.,B,100.0,291.0,292,549,1.0,False,44354,75044,0.591,adaptive,44718,174,3084,23445110784,8,1
Real-Time_Visual_Understanding__sample_239,Real-Time Visual Understanding_sample_239_4,Causal Reasoning,Why does Mr. Bean decide to put up missing posters for his teddy bear?,"['Because he thought someone might have stolen his teddy bear.', 'Because he wanted to warn others about a possible teddy bear thief.', 'Because he realized the teddy bear he found earlier was not his original teddy bear.', 'Because he believed his teddy bear had run away and needed help finding it.']",Because he realized the teddy bear he found earlier was not his original teddy bear.,C,A) Because he thought someone might have stolen his teddy bear.,A,0.0,407.0,408,549,1.0,False,62254,104856,0.5937,adaptive,62708,244,3084,32877051904,8,1
Real-Time_Visual_Understanding__sample_239,Real-Time Visual Understanding_sample_239_5,Causal Reasoning,Why does the purple bunny character decide to chase Mr. Bean?,"['Because Mr. Bean took away all of their dolls.', ""Because Mr. Bean made fun of the bunny's appearance."", ""Because Mr. Bean accidentally stepped on the bunny's foot."", ""Because Mr. Bean broke the bunny's favorite toy.""]",Because Mr. Bean took away all of their dolls.,A,A) Because Mr. Bean took away all of their dolls.,A,100.0,548.0,549,549,1.0,False,85801,141093,0.6081,adaptive,86352,336,3084,45273317376,8,1
Real-Time_Visual_Understanding__sample_240,Real-Time Visual Understanding_sample_240_1,Causal Reasoning,Where does this letter on the ground come from?,"['It was delivered by the postman earlier.', ""It fell out of someone's pocket as they walked by."", 'It was dropped by a courier who was in a hurry.', 'Mr. Bean just stuffed it in.']",Mr. Bean just stuffed it in.,D,A) It was delivered by the postman earlier.,A,0.0,39.0,40,516,1.0,False,5799,10280,0.5641,adaptive,5911,23,3084,3099066368,8,1
Real-Time_Visual_Understanding__sample_240,Real-Time Visual Understanding_sample_240_2,Causal Reasoning,Why does Mr. Bean's sitting figure react with confusion or surprise?,"['Because Mr. Bean interacts with the TV remote.', 'Because Mr. Bean gets distracted by a phone call.', 'Because the TV suddenly turns off.', 'Because Mr. Bean falls asleep while watching TV.']",Because Mr. Bean interacts with the TV remote.,A,A) Because Mr. Bean interacts with the TV remote.,A,100.0,149.0,150,516,1.0,False,20256,38550,0.5254,adaptive,20560,80,3084,10779361280,8,1
Real-Time_Visual_Understanding__sample_240,Real-Time Visual Understanding_sample_240_3,Causal Reasoning,Why does the wall have green patterns painted on it?,"['Because the wall was decorated with a stencil and green spray paint.', 'Because the man accidentally spilled green paint while working on a project.', 'Because the man applied green paint using a teddy bear attached to a stick.', 'Because the wall was originally green, and someone tried to cover it up but failed.']",Because the man applied green paint using a teddy bear attached to a stick.,C,A) Because the wall was decorated with a stencil and green sp,A,0.0,277.0,278,516,1.0,False,35486,71446,0.4967,adaptive,35980,140,3084,18863882240,8,1
Real-Time_Visual_Understanding__sample_240,Real-Time Visual Understanding_sample_240_4,Causal Reasoning,Why does the person with multiple cameras leave the room?,"['Because the person with cameras needed to recharge their equipment.', 'Because the person with cameras had an urgent phone call.', 'Because he has finished taking the photos.', 'Because the person with cameras spotted something interesting in the other room.']",Because he has finished taking the photos.,C,A) Because the person with cameras needed to recharge their equipment.,A,0.0,394.0,395,516,1.0,False,49549,101515,0.4881,adaptive,50115,195,3084,26274693120,8,1
Real-Time_Visual_Understanding__sample_240,Real-Time Visual Understanding_sample_240_5,Causal Reasoning,Why is the queenly figure angry right now?,"['Because someone accidentally spilled tea on her dress.', 'Because her crown was knocked off by a gust of wind.', 'Because the Mr.bean pushing the broom past her face.', 'Because Mr. Bean interrupted her speech with loud noises.']",Because the Mr.bean pushing the broom past her face.,C,D) Because Mr. Bean is pushing the broom past her face.,D,0.0,515.0,516,516,1.0,False,67318,132612,0.5076,adaptive,68105,265,3084,35706634240,8,1
Real-Time_Visual_Understanding__sample_241,Real-Time Visual Understanding_sample_241_1,Causal Reasoning,Why Mr. Bean was previously flipping through boxes?,"['Because he was looking for his lost keys.', 'Because he is looking for his green little hat.', 'Because he was organizing old photographs.', 'Because he wanted to find his shopping list.']",Because he is looking for his green little hat.,B,C) Because he was organizing old photographs.,C,0.0,126.0,127,594,1.0,False,15132,32639,0.4636,adaptive,15163,59,3084,7949778944,8,1
Real-Time_Visual_Understanding__sample_241,Real-Time Visual Understanding_sample_241_2,Causal Reasoning,Why did the character create a large number of sandwiches?,"['Because the character is preparing for a big party.', 'Because the character plans to donate them to a local shelter.', 'Because the character intends to go camping.', 'Because the character wants to start a small sandwich business.']",Because the character intends to go camping.,C,A) Because the character is preparing for a big party.,A,0.0,222.0,223,594,1.0,False,29204,57311,0.5096,adaptive,29298,114,3084,15360589824,8,1
